transaction_id,merchant_id,timestamp,amount,device_id,device_is_known,ip_country_match,label
TXN101445,0,2026-08-02 14:55:55.904970,1407.51,346,False,True,0
TXN101577,9,2026-08-02 15:18:13.835381,323.94,497,True,True,0
TXN100781,7,2026-08-02 15:36:46.072378,1341.78,576,True,True,0
TXN102905,10,2026-08-02 15:38:56.450487,632.25,742,True,True,0
TXN101107,10,2026-08-02 15:39:25.987168,1126.27,485,True,True,0
TXN102658,8,2026-08-02 15:45:03.135607,405.36,64,True,True,0
TXN101444,1,2026-08-02 15:59:06.186549,189.27,10,True,True,0
TXN100334,5,2026-08-02 16:10:34.564034,1359.77,783,True,True,0
TXN103462,10,2026-08-02 16:21:15.749947,770.33,185,True,True,0
TXN101140,10,2026-08-02 16:27:37.769155,582.26,218,True,True,0
TXN102289,4,2026-08-02 16:32:30.486769,492.48,572,True,True,0
TXN101455,0,2026-08-02 16:49:29.689999,757.89,678,True,True,0
TXN100397,2,2026-08-02 16:50:59.184260,1137.49,232,False,True,0
TXN103822,6,2026-08-02 17:19:40.060862,2737.0,5,True,False,0
TXN103757,6,2026-08-02 17:45:57.042198,1096.95,336,True,True,0
TXN103884,1,2026-08-02 18:03:49.163600,1580.64,28,True,True,0
TXN102262,0,2026-08-02 18:08:21.207808,1380.54,668,True,True,0
TXN100441,3,2026-08-02 18:20:44.796127,3410.67,664,False,True,0
TXN104127,1,2026-08-02 18:20:55.979464,163.75,108,True,True,0
TXN100079,8,2026-08-02 18:26:40.622376,338.1,586,True,True,0
TXN103367,3,2026-08-02 18:27:59.400490,925.7,750,True,True,0
TXN103519,11,2026-08-02 18:32:37.111201,539.42,185,True,True,0
TXN103577,10,2026-08-02 18:44:30.784276,976.78,476,True,True,0
TXN101214,0,2026-08-02 18:58:49.868274,892.8,434,True,True,0
TXN102293,8,2026-08-02 19:13:53.861700,387.28,288,False,True,0
TXN102718,6,2026-08-02 19:14:14.466138,1192.44,115,True,True,0
TXN103497,5,2026-08-02 19:14:28.778734,1267.03,769,True,True,0
TXN102281,4,2026-08-02 19:31:59.727309,526.47,142,True,True,0
TXN101202,11,2026-08-02 19:37:56.138803,697.17,637,True,True,0
TXN102463,7,2026-08-02 19:41:48.959847,1253.3,577,False,False,0
TXN103399,8,2026-08-02 19:55:15.652451,297.51,265,True,True,0
TXN102583,7,2026-08-02 20:11:32.047507,1940.36,131,True,True,0
TXN101711,5,2026-08-02 20:13:02.603267,643.87,714,True,True,0
TXN102753,7,2026-08-02 20:21:23.385193,2382.55,164,True,True,0
TXN103231,2,2026-08-02 20:31:36.642177,848.72,566,True,True,0
TXN101435,1,2026-08-02 20:33:22.015799,281.39,710,True,True,0
TXN103713,2,2026-08-02 20:40:57.058819,2366.35,142,True,True,0
TXN102460,4,2026-08-02 20:42:04.594831,454.59,59,True,True,0
TXN101543,6,2026-08-02 21:10:15.357651,1510.86,635,False,True,0
TXN100894,8,2026-08-02 21:21:13.545601,1285.04,695,True,True,0
TXN100679,11,2026-08-02 21:25:02.518050,1183.53,446,True,True,0
TXN103726,1,2026-08-02 21:31:27.167953,322.33,423,True,True,0
TXN102914,4,2026-08-02 21:33:15.443129,576.43,55,True,True,0
TXN103970,5,2026-08-02 22:03:13.936755,737.17,628,True,True,0
TXN100049,9,2026-08-02 22:17:36.516387,432.86,699,True,True,0
TXN104019,8,2026-08-02 22:20:39.148432,283.32,545,True,True,0
TXN101121,1,2026-08-02 22:33:19.620666,194.6,435,True,True,0
TXN102849,4,2026-08-02 22:34:13.964136,1497.38,325,True,True,0
TXN101923,5,2026-08-02 22:51:20.295578,1842.78,560,True,True,0
TXN102404,4,2026-08-02 22:58:04.321431,547.06,638,True,True,0
TXN100205,3,2026-08-02 22:59:01.583615,1962.55,465,True,True,0
TXN100081,5,2026-08-02 23:01:08.775838,632.31,308,True,True,0
TXN102798,8,2026-08-02 23:10:55.492897,624.7,460,True,True,0
TXN101668,6,2026-08-02 23:20:51.668897,845.37,356,True,True,0
TXN102851,4,2026-08-03 00:06:38.029669,346.72,620,True,True,0
TXN101568,10,2026-08-03 00:30:45.406464,648.53,155,True,True,0
TXN103444,11,2026-08-03 00:31:50.322455,879.5,279,True,True,0
TXN103374,8,2026-08-03 00:43:30.904455,617.04,569,True,True,0
TXN101227,11,2026-08-03 00:50:16.836430,555.09,611,True,True,0
TXN102901,9,2026-08-03 00:56:09.169619,276.16,540,True,True,0
TXN101199,7,2026-08-03 01:08:45.212313,1394.63,322,True,True,0
TXN101094,3,2026-08-03 01:14:46.987722,1124.06,488,True,True,0
TXN101086,9,2026-08-03 01:15:28.585631,215.12,276,True,True,0
TXN101823,10,2026-08-03 01:36:27.432471,606.24,365,True,True,0
TXN103188,0,2026-08-03 01:39:50.702829,2283.32,551,True,True,0
TXN101018,0,2026-08-03 01:46:28.368708,839.68,758,True,True,0
TXN101289,7,2026-08-03 01:49:19.303438,1499.73,376,True,True,0
TXN103820,1,2026-08-03 02:02:17.240495,691.1,23,True,True,0
TXN100357,10,2026-08-03 02:17:35.094028,1500.09,56,True,True,0
TXN103136,6,2026-08-03 02:17:58.549669,802.72,479,True,True,0
TXN103372,3,2026-08-03 02:47:48.582310,1534.12,409,True,False,0
TXN100265,6,2026-08-03 03:11:42.802782,649.44,322,True,True,0
TXN100561,0,2026-08-03 03:43:16.792490,2144.71,716,True,True,0
TXN100563,2,2026-08-03 03:49:24.325830,816.88,66,True,True,0
TXN102902,10,2026-08-03 03:56:37.605648,396.91,561,True,True,0
TXN102175,9,2026-08-03 04:03:40.718234,344.22,47,True,True,0
TXN104075,0,2026-08-03 04:42:37.004107,2518.87,149,True,True,0
TXN100581,10,2026-08-03 04:49:09.766273,1569.5,254,False,True,0
TXN103438,11,2026-08-03 04:55:47.419975,490.42,290,True,True,0
TXN104022,6,2026-08-03 04:57:12.375353,1455.21,290,True,True,0
TXN100410,2,2026-08-03 05:06:32.764427,1251.54,165,True,True,0
TXN102199,2,2026-08-03 05:20:13.838632,878.59,744,True,True,0
TXN101491,5,2026-08-03 05:38:20.609804,911.37,385,False,True,0
TXN102547,7,2026-08-03 05:40:23.650430,1442.7,82,True,True,0
TXN103868,2,2026-08-03 05:49:17.703269,1216.63,214,True,True,0
TXN100637,3,2026-08-03 05:52:00.666129,2419.95,655,True,True,0
TXN101344,2,2026-08-03 06:03:41.163573,1204.38,79,True,True,0
TXN103267,8,2026-08-03 06:07:19.020869,563.94,603,True,True,0
TXN103792,3,2026-08-03 06:32:53.594753,1576.78,37,True,True,0
TXN102994,9,2026-08-03 06:38:17.815286,344.78,289,True,True,0
TXN104049,5,2026-08-03 06:51:55.355243,1261.59,712,False,True,0
TXN104055,4,2026-08-03 06:52:28.711382,2235.67,28,True,True,0
TXN101527,1,2026-08-03 06:55:56.422015,782.11,223,True,True,0
TXN100957,7,2026-08-03 07:21:50.290549,2178.91,230,True,True,0
TXN104105,5,2026-08-03 07:21:56.376045,1966.05,97,True,True,0
TXN102061,6,2026-08-03 07:24:56.561394,1689.53,536,True,True,0
TXN100839,10,2026-08-03 08:15:14.817409,563.34,221,True,True,0
TXN100316,8,2026-08-03 08:26:34.015219,719.28,265,True,True,0
TXN103274,2,2026-08-03 08:46:41.555576,2163.76,194,True,True,0
TXN102516,8,2026-08-03 08:56:45.616765,723.19,35,True,True,0
TXN101296,3,2026-08-03 09:03:56.440245,515.02,610,True,True,0
TXN103148,11,2026-08-03 09:11:42.188820,571.34,244,True,True,0
TXN103637,5,2026-08-03 09:16:16.546793,1366.67,352,True,True,0
TXN100917,9,2026-08-03 09:23:49.587806,307.32,120,True,True,0
TXN103802,9,2026-08-03 09:32:19.861474,657.26,678,True,True,0
TXN104090,8,2026-08-03 09:59:57.734682,1380.18,583,True,True,0
TXN102291,3,2026-08-03 10:05:25.401443,2430.33,766,True,False,0
TXN101968,10,2026-08-03 10:46:15.815669,930.58,294,True,True,0
TXN102187,3,2026-08-03 11:08:37.409570,2028.41,433,True,True,0
TXN101181,11,2026-08-03 11:20:58.115029,466.19,455,True,True,0
TXN100758,1,2026-08-03 11:26:05.653319,189.79,686,True,True,0
TXN102438,10,2026-08-03 11:27:18.495051,1029.48,206,True,False,0
TXN103436,3,2026-08-03 11:31:18.716948,523.81,96,True,True,0
TXN101506,10,2026-08-03 11:40:09.228715,1023.32,115,True,True,0
TXN101814,10,2026-08-03 12:05:51.714639,801.53,706,True,True,0
TXN103801,6,2026-08-03 12:11:39.081620,883.1,470,True,True,0
TXN101471,8,2026-08-03 12:12:38.645917,774.21,160,True,True,0
TXN100107,7,2026-08-03 12:13:47.903101,1534.24,759,True,True,0
TXN103083,2,2026-08-03 12:14:06.275688,1230.24,69,True,True,0
TXN103721,6,2026-08-03 12:22:24.057433,1332.98,556,True,True,0
TXN102520,5,2026-08-03 12:42:12.462557,1279.89,411,False,True,0
TXN100454,7,2026-08-03 12:47:54.100092,757.39,298,True,True,0
TXN102844,5,2026-08-03 12:54:26.276605,966.13,512,True,True,0
TXN101748,9,2026-08-03 13:45:02.905313,299.75,294,True,True,0
TXN100466,1,2026-08-03 13:48:04.500794,416.8,123,True,True,0
TXN100512,10,2026-08-03 13:49:04.045287,426.86,42,True,True,0
TXN103238,10,2026-08-03 14:07:25.645644,1254.02,11,True,True,0
TXN101220,7,2026-08-03 14:23:11.296746,2951.79,229,True,True,0
TXN104164,8,2026-08-03 14:25:58.503539,454.85,441,True,True,0
TXN101458,3,2026-08-03 14:27:24.734434,721.27,361,True,True,0
TXN101665,4,2026-08-03 14:32:13.380339,569.74,194,True,True,0
TXN102216,5,2026-08-03 14:33:38.534127,284.61,365,True,True,0
TXN103387,8,2026-08-03 14:35:46.441260,1166.73,649,True,True,0
TXN102549,1,2026-08-03 14:58:12.018452,241.31,659,True,True,0
TXN104153,11,2026-08-03 15:03:34.646425,1117.15,754,True,True,0
TXN104061,0,2026-08-03 15:12:21.669507,1611.78,340,True,True,0
TXN103070,5,2026-08-03 15:16:58.042194,861.85,461,True,True,0
TXN102168,11,2026-08-03 15:17:52.306406,1437.1,180,True,True,0
TXN100677,1,2026-08-03 15:21:26.188575,209.71,591,True,True,0
TXN103836,2,2026-08-03 15:36:17.117809,1043.09,53,True,True,0
TXN101447,11,2026-08-03 15:49:16.394442,519.93,638,True,True,0
TXN100127,9,2026-08-03 16:00:08.546254,205.64,578,True,True,0
TXN103381,9,2026-08-03 16:22:17.368425,152.11,7,True,True,0
TXN100880,1,2026-08-03 16:41:56.977031,356.05,442,True,True,0
TXN103142,5,2026-08-03 16:48:38.152166,614.28,475,False,True,0
TXN102945,1,2026-08-03 16:49:30.782109,469.64,722,True,True,0
TXN100789,0,2026-08-03 17:19:57.969591,722.9,15,True,False,0
TXN101146,6,2026-08-03 17:27:29.327124,988.72,50,True,True,0
TXN102933,5,2026-08-03 17:34:49.902145,1038.56,172,True,True,0
TXN103694,4,2026-08-03 18:28:01.536602,149.71,741,True,True,0
TXN103068,1,2026-08-03 18:39:29.619582,160.44,60,True,True,0
TXN103047,9,2026-08-03 18:42:19.137511,340.7,275,True,True,0
TXN100220,1,2026-08-03 18:54:13.025831,381.08,131,True,True,0
TXN101821,9,2026-08-03 18:58:25.889304,207.51,15,True,True,0
TXN101896,6,2026-08-03 19:04:29.804291,1992.81,144,True,True,0
TXN102343,8,2026-08-03 19:15:42.108434,471.23,430,False,True,0
TXN100584,4,2026-08-03 19:41:02.028772,2722.76,759,True,True,0
TXN100950,1,2026-08-03 19:43:17.076381,239.4,272,True,True,0
TXN103153,9,2026-08-03 19:47:47.973091,527.32,570,True,False,0
TXN102619,11,2026-08-03 19:52:47.626718,513.85,555,True,True,0
TXN101906,3,2026-08-03 19:58:06.607573,1778.48,410,True,True,0
TXN101789,9,2026-08-03 20:09:10.469691,354.77,532,False,True,0
TXN104172,6,2026-08-03 20:27:56.016884,527.87,391,True,True,0
TXN102244,8,2026-08-03 20:42:53.710637,147.53,171,True,True,0
TXN103191,8,2026-08-03 20:50:18.507917,618.1,71,True,True,0
TXN102238,5,2026-08-03 20:52:49.795844,752.47,369,True,True,0
TXN103155,10,2026-08-03 21:17:34.774401,1097.9,94,True,True,0
TXN102029,4,2026-08-03 21:21:11.639423,1084.68,422,True,True,0
TXN100436,6,2026-08-03 21:25:34.583613,1154.74,649,True,True,0
TXN102804,2,2026-08-03 21:58:48.240329,1289.15,466,True,True,0
TXN101835,1,2026-08-03 22:42:52.243818,438.19,425,True,False,0
TXN102406,4,2026-08-03 22:59:30.512565,565.64,65,True,True,0
TXN101988,2,2026-08-03 23:04:35.744949,937.38,48,True,True,0
TXN102867,1,2026-08-03 23:10:04.701388,755.38,95,True,True,0
TXN101416,7,2026-08-03 23:11:08.592127,2780.23,162,True,True,0
TXN104081,3,2026-08-03 23:24:33.113693,1232.15,607,True,True,0
TXN103332,2,2026-08-03 23:34:23.208170,2212.17,750,True,True,0
TXN104131,11,2026-08-03 23:55:30.148692,1086.48,423,True,True,0
TXN103308,0,2026-08-04 00:07:01.492429,798.07,198,True,True,0
TXN103504,0,2026-08-04 00:21:37.290827,1202.54,430,True,True,0
TXN103938,8,2026-08-04 00:24:30.072412,656.19,300,True,True,0
TXN101542,1,2026-08-04 00:29:43.730485,662.18,95,True,True,0
TXN101105,2,2026-08-04 01:04:59.176826,2092.25,447,True,True,0
TXN102603,6,2026-08-04 01:16:30.220984,2575.0,288,True,True,0
TXN103429,3,2026-08-04 01:25:18.356167,2358.3,143,True,True,0
TXN103750,6,2026-08-04 01:27:27.916355,829.33,432,True,True,0
TXN101566,11,2026-08-04 01:53:03.139967,1289.23,350,True,False,0
TXN100616,2,2026-08-04 02:00:48.723799,1100.03,602,True,True,0
TXN100419,6,2026-08-04 02:25:55.137323,969.74,736,True,True,0
TXN102409,0,2026-08-04 02:40:31.646454,776.69,449,True,True,0
TXN103101,1,2026-08-04 02:47:56.949943,123.57,748,True,True,0
TXN101345,11,2026-08-04 03:02:31.280259,237.2,113,True,True,0
TXN101723,8,2026-08-04 03:03:38.891257,1180.5,146,True,True,0
TXN102704,0,2026-08-04 03:27:22.149386,2427.6,632,True,True,0
TXN103291,5,2026-08-04 03:51:15.719225,384.8,488,True,True,0
TXN100855,10,2026-08-04 04:03:37.108391,481.71,104,True,True,0
TXN103991,9,2026-08-04 04:08:58.293277,259.12,65,True,True,0
TXN101312,9,2026-08-04 04:10:39.748411,294.74,687,True,True,0
TXN100717,5,2026-08-04 04:16:52.015117,1301.48,720,True,True,0
TXN103545,7,2026-08-04 04:33:25.098632,2825.05,294,True,True,0
TXN100986,7,2026-08-04 04:49:49.467065,1117.11,597,True,True,0
TXN100939,6,2026-08-04 05:02:30.850486,892.92,721,True,True,0
TXN100993,5,2026-08-04 05:48:49.221240,724.0,252,True,True,0
TXN104021,0,2026-08-04 05:50:23.741452,1608.25,95,True,True,0
TXN101656,10,2026-08-04 06:18:26.392670,979.01,394,True,True,0
TXN103759,6,2026-08-04 06:21:40.398180,396.23,433,True,True,0
TXN102344,7,2026-08-04 06:22:24.509188,762.65,128,True,True,0
TXN103113,11,2026-08-04 06:39:02.287813,297.7,360,True,True,0
TXN101670,9,2026-08-04 06:52:57.081539,271.13,41,True,True,0
